Text,Language
"Sheem oo aabbe u ahaa carruurtii Ceeber oo dhan, oo ahaa Yaafed walaalkiisii weynaa, isagana carruur baa u dhalatay.",Somali
"Wiilashii Araamna waxay ahaayeen Cuus, iyo Xuul, iyo Geter, iyo Mash.",Somali
"Wiilashii Sheemna waxay ahaayeen Ceelaam, iyo Ashuur, iyo Arfaksad, iyo Luud, iyo Araam.",Somali
Arfaksadna wuxuu dhalay Salah; Salahna wuxuu dhalay Ceeber.,Somali
"Ceeberna waxaa u dhashay laba wiil: mid magiciisu wuxuu ahaa Feleg; waayo, waagiisii ayaa dhulku qaybsamay; magaca walaalkiisna wuxuu ahaa Yoqtaan.",Somali
"Yoqtaanna wuxuu dhalay Almoodaad, iyo Shelef, iyo Xasarmaawed, iyo Yerah;",Somali
"iyo Hadooraam, iyo Uusaal, iyo Diqlah;",Somali
"iyo Coobaal, iyo Abiimaa'el, iyo Shebaa;",Somali
"iyo Oofir, iyo Xawiilaah, iyo Yoobaab: kuwaasu kulli waxay ahaayeen wiilashii Yoqtaan.",Somali
"Meeshay degganaayeenna waxay ka bilaabmaysay Meesha, markii loo kaco xagga Sefaar, buurta bari.",Somali
"Kuwanu waxay ahaayeen wiilashii Sheem; sidii qabiilooyinkoodii, iyo afafkoodii, iyo waddammadoodii, iyo quruumahoodii ay ahaayeen.",Somali
Waxaana dhacday markay xagga bari u sii socdaaleen inay waddankii Shincaar meel bannaan ka heleen; oo halkaas ayay degeen.,Somali
Kuwanu waa qabiilooyinkii wiilashii Nuux; sidii farcankoodii iyo quruumahoodii ay ahaayeen; oo kuwanaa quruumuhu ka kala qaybsameen daadkii dabadiis.,Somali
"Oo waxay isku yidhaahdeen, Ina keena, aynu leben samaysannee, oo aynu aad u dubnee. Oo waxay dhagaxa meeshiisa u haysteen leben, nuuradda meesheedana dhoobo.",Somali
Rabbiguna wuxuu u soo degay inuu arko magaaladii iyo munaaraddii ay binu-aadmigu dhisayeen.,Somali
"Oo waxay yidhaahdeen, Ina keena, aynu magaalo dhisannee, iyo munaarad dhaladeedu samada gaadho, oo aynu magac yeelannee, waaba intaasoo aynu dhulka dushiisa oo dhan ku kala firidhnaaye.",Somali
"Oo Rabbigu wuxuu yidhi, Bal eega, iyagu waa isku dad keliya, oo dhammaan isku af keliya bay leeyihiin, oo waxanuna waa waxa ay bilaabayaan inay sameeyaan, oo haatan wax ka hor joogsan doona waxay damcaan inay sameeyaan ma jiraane.",Somali
"Kolkaasaa Rabbigu halkaas ka kaxeeyey oo ku kala firdhiyey dhulka dushiisa oo dhan, oo dhisiddii magaaladii way joojiyeen.",Somali
"Kuwanu waa farcankii Sheem. Sheem wuxuu jiray boqol sannadood, oo laba sannadood oo daadkii ka dambaysay wuxuu dhalay Arfaksad.",Somali
"Ina keena, aynu degnee, oo halkaas aynu afkooda iskaga qasnee, yaan midna midka kale hadalkiisa garanine.",Somali
"Sidaas daraaddeed magaceedii waxaa loo bixiyey Baabel, maxaa yeelay, halkaasaa Rabbigu afkii dhulka oo dhan iskaga qasay; oo halkaasuu Rabbigu ka kaxeeyey iyagii oo ku kala firdhiyey dhulka dushiisa oo dhan.",Somali
"Sheemna markuu Arfaksad dhalay ka dib wuxuu noolaa shan boqol oo sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Arfaksadna markuu Salah dhalay ka dib wuxuu noolaa afar boqol iyo saddex sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Arfaksadna wuxuu jiray shan iyo soddon sannadood, wuxuuna dhalay Salah:",Somali
"Salahna wuxuu jiray soddon sannadood, wuxuuna dhalay Ceeber.",Somali
"Salahna markuu Ceeber dhalay ka dib wuxuu noolaa afar boqol iyo saddex sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Ceeberna wuxuu jiray afar iyo soddon sannadood, wuxuuna dhalay Feleg:",Somali
"Ceeberna markuu Feleg dhalay ka dib wuxuu noolaa afar boqol iyo soddon sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Felegna wuxuu jiray soddon sannadood, wuxuuna dhalay Recu:",Somali
"Felegna markuu Recu dhalay ka dib wuxuu noolaa laba boqol iyo sagaal sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Recuna markuu Seruug dhalay ka dib wuxuu noolaa laba boqol iyo toddoba sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Recuna wuxuu jiray laba iyo soddon sannadood, wuxuuna dhalay Seruug.",Somali
"Seruugna wuxuu jiray soddon sannadood, wuxuuna dhalay Naaxoor:",Somali
"Seruugna markuu Naaxoor dhalay ka dib wuxuu noolaa laba boqol oo sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Naaxoorna markuu Terax dhalay ka dib wuxuu noolaa boqol iyo sagaal iyo toban sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Naaxoorna wuxuu jiray sagaal iyo labaatan sannadood, wuxuuna dhalay Terax;",Somali
"Teraxna wuxuu jiray toddobaatan sannadood, wuxuuna dhalay Aabraam, iyo Naaxoor, iyo Haaraan.",Somali
"Kuwanu waa farcankii Terax. Terax wuxuu dhalay Aabraam, iyo Naaxoor, iyo Haaraan; Haaraanna wuxuu dhalay Luud.",Somali
"Aabraam iyo Naaxoorna way guursadeen: Aabraam naagtiisii waxaa la odhan jiray Saaray; naagtii Naaxoorna waxaa la odhan jiray Milkah, waxayna ahayd gabadhii Haaraan, aabbihii Milkah iyo Iskah.",Somali
"Haaraanna wuxuu dhintay aabbihiis Terax oo jooga, wuxuuna ku dhintay dhulkii uu ku dhashay, oo la odhan jiray Uur tii reer Kaldayiin.",Somali
Saarayna waxay ahayd madhalays; ilmona ma ay lahayn.,Somali
"Teraxna wuxuu kaxaystay wiilkiisii Aabraam, iyo Luud oo ahaa ina Haaraan, wiilkii wiilkiisii, iyo Saaray oo uu soddog u ahaa, oo ahayd naagtii wiilkiisii Aabraam; wayna kala baxeen Uur tii reer Kaldayiin, si ay u tagaan dalkii Kancaan; waxayna yimaadeen Haaraan, oo halkaasay degeen.",Somali
"Wakhtigii Terax noolaa wuxuu ahaa laba boqol iyo shan sannadood, Teraxna wuxuu ku dhintay Haaraan.",Somali
"Oo quruun weyn baan kaa dhigi doonaa, oo waan ku barakayn doonaa, magacaagana waan weynayn doonaa; oo waxaad noqon doontaa barako;",Somali
"Markaasaa Aabraam tegey, sidii Rabbigu ku yidhi; Luudna wuu raacay. Aabraam shan iyo toddobaatan sannadood buu jiray markuu Haaraan ka tegey.",Somali
"oo waan barakayn doonaa kuwa kuu duceeya, kan ku habaarana waan habaari doonaa: oo qabiilooyinka dhulka oo dhammu adigay kugu barakoobi doonaan.",Somali
"Aabraamna wuxuu kaxaystay naagtiisii Saaray, iyo Luud oo ahaa wiilkii walaalkiis, iyo xoolahoodii ay urursadeen oo dhan, iyo dadkii ay Haaraan ka heleen oo dhan; kolkaasay u kaceen dalkii Kancaan, oo waxay yimaadeen dalkii Kancaan.",Somali
"Oo Ilaah baa Aabraam u muuqday, oo ku yidhi, Dalkan farcankaagaan siin doonaa. Kolkaasuu meeshaas meel allabari uga dhisay Rabbigii u muuqday.",Somali
"Kolkaasaa Aabraam socdaalay, isagoo weli xagga koonfureed u sii socda.",Somali
Aabraamna dalkii buu dhex maray ilaa meeshii la odhan jiray Shekem iyo tan iyo geedkii Moreh. Wakhtigaasna reer Kancaan dalkay joogeen.,Somali
"Markaasuu meeshaas ka guuray, oo wuxuu tegey buurtii xagga bari ka ahayd Beytel, oo teendhadiisii buu ka dhistay meel Beytel galbeed ka ahayd, Aaciina bari ka ahayd; markaasuu meeshaas meel allabari Rabbiga uga dhisay, oo magaca Rabbiga ku baryootamay.",Somali
"Kolkaasaa dhulkii abaari ka dhacday: markaasuu Aabraam Masar tegey; inuu halkaas qariib ku ahaado, waayo, abaartii aad bay dhulkii ugu xumayd.",Somali
"oo waxaa dhici doona in markii ay Masriyiintu ku arkaan, ay odhan doonaan, Waa naagtiisii tanu. Oo way i dili doonaan, laakiin adiga way ku dayn doonaan.",Somali
"Oo waxay noqotay in markii uu ku soo dhowaaday inuu Masar galo, uu ku yidhi naagtiisii Saaray, Bal eeg, waan ogahay inaad tahay naag arag quruxsan,",Somali
"Waxaad ku tidhaahdaa, Walaashiis baan ahay; si ay iigu roonaadaan adiga aawadaa, oo ay naftaydu daraaddaa u noolaato.",Somali
"Oo amiirradii Fircoon baa arkay, oo Fircoon bay u ammaaneen iyadii, oo naagtii waxaa loo kaxeeyey gurigii Fircoon.",Somali
"Oo waxay noqotay in markii Aabraam Masar soo galay, ay Masriyiintii arkeen in naagtu aad u quruxsan tahay.",Somali
"Isaguna Aabraam si wanaagsan buu u qabtay iyada aawadeed: wuxuuna lahaa ido, iyo dibiyo, iyo dameerro lab, iyo niman addoommo ah, iyo naago addoommo ah, iyo dameerro dhaddig iyo geel.",Somali
"Oo Rabbigu belaayooyin waaweyn buu ku riday Fircoon iyo reerkiisiiba, Saaray oo naagtii Aabraam ahayd aawadeed.",Somali
"Maxaad u tidhi, Waa walaashay si aan u guursado iyada? Haddaba waa tan naagtaadii, kaxayso oo iska tag.",Somali
"Fircoonna Aabraam buu u yeedhay, oo ku yidhi, Waa maxay waxan aad igu samaysay? Maxaad iigu sheegi weyday inay tahay naagtaadii?",Somali
"Fircoonna niman buu u soo amray isaga: wayna soo ambabbixiyeen isagii iyo naagtiisii, iyo wuxuu haystay oo dhan.",Somali
Oo Aabraam hodan buu ka ahaa xagga xoolaha iyo lacagta iyo dahabka.,Somali
"Xagga koonfureed ayuu ka tegey oo wuxuu u socdaalay ilaa Beytel, meeshii bilowgii ay teendhadiisu ahayd, ee u dhexaysay Beytel iyo Aacii;",Somali
"Oo Luud, oo isna Aabraam la socday, wuxuu lahaa adhi, iyo lo', iyo teendhooyin.",Somali
ilaa meeshii allabariga oo uu horraantii halkaas ka sameeyey; oo meeshaasuu Aabraam magaca Rabbiga kaga baryootamay.,Somali
"Dhulkuna ma uu qaadi karin iyagii, hadday wada degganaan lahaayeen: waayo, xoolahoodu way badnaayeen, oo sidaas daraaddeed ma ay wada degganaan karin.",Somali
"Oo Aabraam wuxuu Luud ku yidhi, Waxaan kaa baryayaa inaan diriru inaga dhex dhicin aniga iyo adiga, iyo xoolojirradayda iyo xoolojirradaada; maxaa yeelay, waxaynu nahay walaalo.",Somali
Dirir baana ku dhex jirtay xoolojirradii Aabraam iyo xoolojirradii Luud. Markaasna reer Kancaan iyo reer Feris dhulkaasay degganaayeen.,Somali
"Dhulka oo dhammu sow kaa ma horreeyo? Waxaan kaa baryayaa inaad iga guurtid. Haddaad bidixda tagto, midigtaan tegayaa; haddaad midigta tagtona, bidixdaan tegayaa.",Somali
Markaasuu Luud wuxuu doortay Bannaankii Urdun oo dhan; oo Luud xagga bari buu u socdaalay; oo way kala guureen.,Somali
"Kolkaasuu Luud indhihiisii kor u taagay, oo wuxuu arkay Bannaankii Webi Urdun oo dhan, iyo inay meel waluba aad u waraabsan tahay, intaan Rabbigu baabbi'in Sodom iyo Gomora; wuxuu u ekaa beertii Ilaah, iyo sida dalka Masar markaad tagto xagga Socar.",Somali
"Aabraam wuxuu degay dalkii Kancaan, Luudna wuxuu degay magaalooyinkii Bannaanka ku yiil, oo teendhadiisii wuxuu u wareejiyey xagga Sodom.",Somali
"Oo Rabbigu wuxuu Aabraam ku yidhi, intii Luud ka guuray ka dib, Indhahaaga kor u taag, oo meeshaad joogto ka fiiri, xagga woqooyi iyo xagga koonfureed, iyo xagga bari iyo xagga galbeedba;",Somali
"Haddaba dadkii Sodom shar miidhan bay ahaayeen, Ilaahna aad iyo aad bay ugu dembaabeen.",Somali
"waayo, dhulka aad aragto oo dhan waxaan siin doonaa adiga iyo farcankaaga weligiin.",Somali
"Farcankaagana waxaan ka dhigi doonaa sida ciidda dhulka; haddii nin ciidda dhulka tirin karo, farcankaagana waa la tirin doonaa.",Somali
"Oo Aabraam teendhadiisii wuu wareejiyey, oo wuxuu yimid oo degay dhirtii Mamre, ee ku tiil Xebroon, oo halkaasuu Rabbiga meel allabari uga dhisay.",Somali
"Bal kac oo ku dhex soco dhulka dhererkiisa iyo ballaadhkiisa; waayo, adigaan ku siin doonaa.",Somali
"inay la dirireen Berac oo boqor u ahaa Sodom, iyo Birshac oo boqor u ahaa Gomora, iyo Shinaab oo boqor u ahaa Admah, iyo Shemeeber oo boqor u ahaa Seboyim, iyo boqorkii Belac (oo iyana ahayd Socar).",Somali
"Sannaddii afar iyo tobnaadna waxaa yimid Kedorlaacomer, iyo boqorradii la jiray, oo waxay reer Refaa'iim ku dileen Cashterod Qarnayim, oo reer Suusiimna waxay ku dileen Haam, oo reer Eymiimna waxay ku dileen Shaweh Qiryaatayim,",Somali
"Laba iyo toban sannadood bay Kedorlaacomer u adeegeen, markaasay sannaddii saddex iyo tobnaad ku caasiyoobeen.",Somali
Kuwanu waxay kulligood isugu yimaadeen Dooxo Siddiim (oo iyana ahayd Baddii Cusbada).,Somali
"reer Xorna waxay ku dileen buurtoodii Seciir, iyo ilaa Aylfaaraan oo u dhowayd cidlada.",Somali
"Oo way soo noqdeen, oo waxay yimaadeen Ceyn Mishfaad (oo iyana ahayd Qaadeesh), oo waxay dileen dadkii dalkii reer Camaaleq oo dhan, waxaa kale oo ay dileen reer Amor oo degganaa Hasason Tamar.",Somali
"Haddaba Dooxo Siddiim waxaa ka buuxay boholo waaweyn oo dhoobo ah; oo boqorradii Gomora iyo Sodom way carareen, oo halkaasay ku dhaceen, intii kalena waxay u carareen xagga buurta.",Somali
"Kedorlaacomer oo ahaa boqorkii Ceelaam, iyo Tidcaal oo ahaa boqorkii Goyiim, iyo Amraafel oo ahaa boqorkii Shincaar, iyo Aryoog oo ahaa boqorkii Ellaasaar. Waxay ahaayeen afar boqor oo shantii boqor ka gees ah.",Somali
"Oo waxaa soo baxay boqorkii Sodom, iyo boqorkii Gomora, iyo boqorkii Admah, iyo boqorkii Seboyim, iyo boqorkii Belac (oo iyana ahayd Socar); oo waxay Dooxo Siddiim ugu diyaargaroobeen inay la dagaallamaan",Somali
"Oo waxay qaateen alaabtii Sodom iyo Gomora oo dhan, iyo cuntadoodii oo dhan, wayna iska tageen.",Somali
"Oo waxaa kaloo ay la tageen Luud, oo ahaa wiilkii Aabraam walaalkiis, oo Sodom degganaa, iyo alaabtiisii oo dhan, wayna iska tageen.",Somali
"Oo Aabraam markuu maqlay in walaalkiis maxbuus ahaan loola tegey ayuu soo kaxaystay raggiisii la tababbaray oo gurigiisa ku dhashay, iyagoo ah saddex boqol iyo siddeed iyo toban nin, oo wuxuu raacdo ku jiray ilaa Daan.",Somali
"Oo waxaa yimid mid soo baxsaday, oo wuxuu u warramay Aabraam kii ahaa Cibraaniga isagoo ag deggan dhirtii Mamre kii ahaa reer Amor, oo Eshkol iyo Caaneer walaalkood ahaa. Kuwaasu Aabraam bay gaashaanbuur la ahaayeen.",Somali
"Oo alaabtii oo dhan buu soo celiyey, oo waxaa kale oo uu soo celiyey walaalkiis Luud, iyo alaabtiisii, iyo naagihii, iyo dadkiiba.",Somali
"Oo habeennimo ayuu raggiisii u kala qaybiyey, isaga iyo addoommadiisiiba, oo waxay laayeen colkii, oo ay raacdaysteen ilaa Xoobah, oo Dimishaq xagga bidixda ka ah.",Somali
Markuu ka soo noqday layntii Kedorlaacomer iyo boqorradii la jiray ka dib ayaa boqorkii Sodom Aabraam kaga hor tegey Dooxo Shaweh oo ahayd Dooxadii Boqorka.,Somali
"Oo Aabraam buu u duceeyay, oo yidhi, Ilaaha ugu sarreeya, ee leh samada iyo dhulkaba ha barakeeyo Aabraam.",Somali
Oo Malkisadaq oo ahaa boqorkii Saalem baa keenay cunto iyo khamri: wuxuuna ahaa wadaadkii Ilaaha ugu sarreeya.,Somali
"Ammaan waxaa leh Ilaaha ugu sarreeya, oo cadaawayaashaadii gacantaada geliyey. Markaasaa Aabraam wuxuu isagii wax kasta ka siiyey toban meelood oo meel.",Somali
"Laakiin Aabraam wuxuu boqorkii Sodom ku yidhi, Gacantaydaan kor u taagay oo waxaan ku dhaartay Rabbiga, kan ah Ilaaha ugu sarreeya, ee leh samada iyo dhulka,",Somali
"Boqorkii Sodom wuxuu Aabraam ku yidhi, Dadka uun i sii, alaabtana adigu iska qaado.",Somali
"inaanan qaadanin miiq ama kab yeelmeheed ama wax adigu aad leedahay, waayo, waaba intaasoo aad tidhaahdaa, Anaa Aabraam hodan ka dhigaye.",Somali
"Oo Aabraam wuxuu yidhi, Sayidow Rabbiyow, maxaad i siin doontaa? Waayo, anigu carruurla'aan baan sii socdaa, reerkaygana waxaa dhaxli doona Eliiceser oo ah reer Dimishaq.",Somali
"Waxba qaadan maayo wixii ay ragga dhallinyarada ahu cuneen mooyaane, iyo qaybtii raggii i raacay. Caaneer iyo Eshkol, iyo Mamre ha qaateen qaybtooda.",Somali
"Oo Aabraam wuxuu yidhi, Bal eeg, aniga ima aad siin farcan: oo mid gurigayga ku dhashay baa i dhaxlaya.",Somali
"Oo dibadduu u soo bixiyey, oo ku yidhi, Bal samada fiiri, oo xiddigaha tiri, haddaad tirin kartid: oo wuxuu ku yidhi, Sidaas oo kalaa farcankaagu ahaan doonaa.",Somali
"Oo bal eeg, ereygii Rabbigaa u yimid, isagoo leh, Ninkanu kuma dhaxli doono: laakiinse waxaa ku dhaxli doona wiil aad dhali doontid.",Somali
Oo Rabbiga wuu rumaystay; Ilaahna taas wuxuu ugu tiriyey xaqnimo.,Somali
"Oo wuxuu ku yidhi isaga, Anigu waxaan ahay Rabbiga kaaga soo kaxeeyey Uur tii reer Kaldayiin, inaan ku siiyo dalkan si aad u dhaxashid.",Somali
"Oo wuxuu ku yidhi, Ii kaxee qaalin lo' ah oo saddex jir ah, iyo ceesaan saddex jir ah, iyo wan saddex jir ah, iyo qoolley, iyo xamaam yar.",Somali
"Oo Aabraam wuxuu yidhi, Sayidow Rabbiyow, maxaan ku ogaadaa inaan dhaxli doono?",Somali
"Oo wuu u kaxeeyey kuwaas oo dhan, oo badhtankuu ka kala wada gooyay, oo badh kastaba kan kaluu hor dhigay: laakiinse shimbirrihii ma uu kala gooyn.",Somali
"Oo kolkii qorraxdu sii dhacaysay, ayaa hurdo aad u weynu Aabraam ku soo dhacday; oo bal eeg, cabsi gudcur weyn leh baa ku soo degtay.",Somali
"Haad baana hilibkii ku soo degtay, laakiinse Aabraam baa ka eryay.",Somali
"Markaasuu wuxuu ku yidhi Aabraam, Ogow in hubaal farcankaagu ay dad qalaad ku ahaan doonaan dal aan kooda ahayn, oo ay u adeegi doonaan, oo afar boqol oo sannadood waa la dhibi doonaa;",Somali
"Laakiinse adigu nabad baad ugu tegi doontaa awowayaashaa, oo waxaa lagu xabaali doonaa adigoo cimri dheer gaadhay.",Somali
"oo weliba quruuntaas ay u adeegi doonaan, xukun baan ku ridi doonaa; oo dabadeedna way ka soo bixi doonaan iyagoo xoolo badan wata.",Somali
"Oo iyagu qarniga afraad halkan bay ku soo noqon doonaan: waayo, dembigii reer Amor weli ma dhamma.",Somali
"Maalintaas Rabbigu Aabraam buu axdi la dhigtay, isagoo leh, Farcankaagaan siiyey dhulkan, oo laga bilaabo webiga Masar ilaa webiga weyn, oo ah webi Yufraad:",Somali
"Oo waxay noqotay, markii qorraxdii dhacday oo ay ahayd gudcur, in girgire qiiqaya iyo dab ololaya ay dhex mareen cadadkii.",Somali
"reer Qeyn, iyo reer Qenas, iyo reer Qadmon,",Somali
"iyo reer Xeed, iyo reer Feris, iyo reer Refaa'iim,",Somali
"iyo reer Amor, iyo reer Kancaan, iyo reer Girgaash, iyo reer Yebuus.",Somali
"Oo Saaray waxay Aabraam ku tidhi, Bal eeg imminka, Rabbigu waa ii diiday inaan dhalo; haddaba waxaan kaa baryayaa inaad midiidintayda u tagto, mindhaa iyadaan carruur ka heli doonaaye, Aabraamna codkii Saaray buu maqlay.",Somali
"Oo Haagaar buu u tegey, wayna uuraysatay; oo markay aragtay inay uuraysatay ayay murwadeedii aad u quudhsatay.",Somali
"Laakiinse Aabraam wuxuu ku yidhi Saaray, Bal eeg, midiidintaadii gacantaaday ku jirtaaye; waxaad doonto ku samee. Saarayna si adag bay ula macaamilootay, kolkaasay midiidintii ka carartay horteeda.",Somali
"Saaray oo ahayd naagtii Aabraam waxay kaxaysay Haagaar tii Masriyadda ahayd, oo midiidinteeda ahayd, markii Aabraam toban sannadood joogay dalkii Kancaan ka dib, oo waxay iyadii siisay ninkeedii Aabraam inay naagtiisii u noqoto.",Somali
"Oo Saaray waxay Aabraam ku tidhi, Dulmigii laygu sameeyey dushaada ha ahaado: midiidintaydii waxaan geliyey laabtaada; oo markay aragtay inay uuraysatay ayay i quudhsatay; Rabbigu aniga iyo adiga ha ina kala xukumo.",Somali
"Oo malaa'igtii Rabbigaa heshay iyadoo ag joogta il biyo ah oo cidlada ku taal, oo ishuna waxay ku tiil jidka Shuur.",Somali
"Oo malaa'igtii Rabbigu waxay ku tidhi iyadii, Ku noqo murwadaadii, oo gacmaheeda is-hoos dhig.",Somali
"Oo malaa'igtii waxay ku tidhi, Haagaar, midiidintii Saaray, xaggee baad ka timid? Xaggee baadse ku socotaa? Oo waxay ku tidhi, Murwadayda Saaray baan ka cararayaa.",Somali
"Oo malaa'igtii Rabbigu waxay ku tidhi iyadii, Farcankaaga aad baan u tarmin doonaa si aan loo tirin karin farabadnaantiisa aawadeed.",Somali
"Oo dadka dhexdiisa wuxuu ku noqon doonaa sida dameer banjoog ah; gacantiisu nin walba gees bay ka noqon doontaa, oo nin walba gacantiisuna gees bay ka noqon doontaa isaga; wuxuuna degganaan doonaa walaalihiis oo dhan hortooda.",Somali
"Oo malaa'igtii Rabbigu waxay ku tidhi iyadii, Bal eeg, uur baad leedahaye, oo wiil baad dhali doontaa; magiciisana waxaad u bixin doontaa Ismaaciil, maxaa yeelay, Rabbigu waa maqlay dhibaatadaadii.",Somali
"Sidaas daraaddeed ceelkii waxaa loo bixiyeyBi'ir Lahayroy; bal eeg, wuxuu u dhexeeyaa Qaadeesh iyo Bered.",Somali
"Oo waxay magicii Rabbigii la hadlay iyada u bixisay, Waxaad tahay Ilaaha wax arka, waayo, waxay tidhi, Weliba miyaan halkan ka arkay kan i arka?",Somali
Oo Haagaar waxay Aabraam u dhashay wiil; oo Aabraamna wuxuu wiilkiisii Haagaar dhashay u bixiyey Ismaaciil.,Somali
"Oo axdigaygaan kula dhigan doonaa, oo anigu aad baan kuu tarmin doonaa.",Somali
"Aabraamna wuxuu jiray lix iyo siddeetan sannadood, markii ay Haagaar Ismaaciil u dhashay Aabraam.",Somali
"Markaasuu Aabraam wejiga u dhacay; oo Ilaah baa la hadlay isagoo ku leh,",Somali
"Bal eeg, axdigaygii waa kula jiraaye, oo adigu quruumo badan baad aabbe u noqon doontaa.",Somali
"Magacaagana mar dambe lama odhan doono Aabraam, laakiinse magacaagu wuxuu noqon doonaa Ibraahim; waayo, waxaan kaa dhigay quruumo badan aabbahood.",Somali
"Oo axdigayga waxaan ku adkayn doonaa dhexdeenna iyo farcankaaga kaa dambeeyaba, tan iyo qarniyadooda oo dhan, waana axdi weligiis waara, kaas oo ah inaan adiga Ilaah kuu noqdo iyo farcankaaga kaa dambeeya.",Somali
"Aad baanan kuu badin doonaa, oo quruumo baan kaa samayn doonaa, boqorrona way kaa soo bixi doonaan.",Somali
"Oo waxaan ku siin doonaa, adiga iyo farcankaaga kaa dambeeyaba, dhulkii aad sodcaalka ku ahayd, kaas oo ah dalka Kancaan oo dhan inuu idiin ahaado hanti aad weligiin lahaataan; aniguna waxaan ahaan doonaa Ilaahood.",Somali
"Oo Ilaah wuxuu Ibraahim ku yidhi, Adiguna waa inaad axdigayga xajisaa, adiga iyo farcankaaga kaa dambeeyaba, tan iyo qarniyadooda oo dhan.",Somali
Oo waxaad iska gudi doontaan buuryadiinna; waxayna calaamo u noqon doontaa axdiga ina dhex yaal aniga iyo idinka.,Somali
"Kanu waa axdigayga aad xajin doontaan, oo inoo dhexeeya aniga iyo adiga iyo farcankaaga kaa dambeeyaba; mid kasta oo lab oo idinku jira waa in la gudaa.",Somali
"Kii siddeed maalmood jira oo idinku dhex jira waa in la gudaa, mid kasta oo lab tan iyo qarniyadiinna oo dhan, ha ahaado kii gurigaaga ku dhasha ama kii lacag lagaga soo iibsado shisheeyaha oo aan farcankaaga ahayn.",Somali
"Oo Ilaah wuxuu Ibraahim ku yidhi, Naagtaada Saarayna magaceeda waa inaadan ugu yeedhin Saaray, laakiinse magaceedu wuxuu ahaan doonaa Saarah.",Somali
"Oo buuryoqabka lab oo aan buuryadiisa laga gooynin, midkaasu waa ka go'i doonaa dadkiisa; waayo, axdigaygii buu jebiyey.",Somali
"Waxaan cadayn, keebaa bilaabayo ?go…ankan ikhtiyaariga ah?.",Somali
"Sadex DawladGoboleed ayaa dhisnaa kahor intaanay hay…daan Berghof Foundation ku talaaboqaadinmashruucaan loo bixiyay ?Dismaha Federaal ayadoo loo maraayo wadahadalka Maamulada Hoose?,",Somali
oo aay Dawlada Federaalka ah ee Jarmalka Wasaaradiisa Arimaha Dibadda bishii March 2015 ansaxisay.,Somali
Dawlad Goboleedyadaas waxaay kala yihiin: 1.,Somali
"DawladGoboleedka Jubaland (2013) oo ka kooban gobollada: Gedo, Jubada-Hoose iyo Jubada-Dhaxe.",Somali
"DawladGoboleedka Jubaland (2013) oo ka kooban gobollada: Gedo, Jubada-Hoose iyo Jubada-Dhaxe.",Somali
Waxaa intaasi raacsan Dawlad Goboleedka Puntland (sida rasmiga ah:,Somali
"Dawlada Puntland ee Soomaaliya), taasoo sanadkii 1998 ku dhawaaqday inay tahay Dawlad Goboleed Soomaaliyeed oo leh Maamul Hooseed madax banaan. G",Somali
Guddigi Xudduudaha iyo Arimaha Federaalka ee uu Dastuutka ugu tiragalay in uu qayb libaax ka qaato dhamaystirka geedisocodka ku aadan sidii Maamulladaan ku meelgaarka ah aay ugu xuubsiiban lahaayeen Dawlad Goboleedya rasmi ah weli lama magacaabin.,Somali
"Ayadoo la eegaayo isku biiriddaan ayaa hay…dda Berghof Foundation waxaay qorsheysay inay Shabeelada-Dhaxe (SDH) diiradda saarto, arimaha soo socdo aawgood:",Somali
"Muddo gaaban kadib markuu mashruucaan dhaqangalay, ayaay gobollada Galgaduud iyo Mudug isku darsameen si aay u sameystaan Dawlad Goboleed aay Dhuusamareeb magaalo madax u tahay.",Somali
"Isku soo duuduuboo, isku daygii horudhaca ahaa ee dhismaha Qaran Federaal ah oo ku saleysan in ?ayadoon lais qasbeynin? Gobol kalo lagu biiro, shacabki intiisi badnayd lagama qaybgelinin.",Somali
Waxaa un isku koobay in yar oo ka mid ah dabaqadda sare.,Somali
"Waxaase haboonayd in geedisocodka dhismaha qaranka uu mujtamaca illaa kiisa uga hooseeyo, oo sidoo kale dagmooyinka iyo tuulooyinkaba aay ka qeyb qaataan.",Somali
Habkaasi ayuu suurtagal ku noqonayaa dhismaha unugyada uu ka koobanyahay qaranka Federaalka Soomaaliyeed-waxaan ula jeednaaDawlad-Goboleedyada xubnaha ka ah-.,Somali
"Kooxda Berghof Foundation waxaay xiriir wanaagsan la yeelatay Guddiga Xudduudaha iyo Federaalka (GXF) ayadoo rajayneyso in laga faadeysto aragtida mashruucaani halkudhagiisu yahay, HOOS HA LAGASOO BILAABO.",Somali
Habkaani wuxuu qeyb ka qaadan karaa inuu jideeyo manhaj ku dayasho mudanoo ah: sida ugu haboon ee aay suurtagal u noqon karto in la tixgeloyo codka shacabka ku nool gobollada kale ee isku biiray ayadoon dadyowgi ku noolaa talada waxbo laga siinin.,Somali
